no_plan;nombre_piece;surface_reelle;type_local;surface_carre
79;4;72;Appartement;72.2
4;4;75;Appartement;76.91
245;5;85;Appartement;83.31
109;2;50;Appartement;47.15
610;1;22;Appartement;19.49
154;1;30;Appartement;32.89
805;4;61;Appartement;64.52
572;1;19;Appartement;19.24
36;5;92;Appartement;88.33
44;3;72;Maison;71.8
275;3;68;Appartement;66.91
78;4;93;Appartement;93.66
466;1;14;Appartement;15.21
488;3;53;Appartement;53.36
294;2;36;Appartement;35.51
7;4;65;Appartement;44.25
129;6;140;Maison;131.27
90;4;84;Appartement;88.61
107;3;77;Appartement;77.64
95;3;103;Appartement;111.23
153;4;65;Appartement;63.14
682;1;18;Appartement;18.45
318;4;79;Appartement;78.59
562;2;54;Appartement;55.14
95;5;128;Appartement;129.42
254;1;39;Appartement;38.81
1090;2;37;Appartement;35.64
32;3;52;Appartement;51.45
620;1;37;Appartement;37.02
163;3;69;Appartement;66.3
1096;2;60;Appartement;60.49
1008;5;93;Appartement;93.12
8;3;73;Appartement;72.85
542;4;81;Appartement;81.12
466;2;43;Appartement;42.29
717;2;50;Appartement;51.31
318;4;73;Appartement;66.51
1109;1;39;Appartement;37.96
157;3;52;Appartement;53.51
83;2;52;Appartement;53.27
269;3;54;Maison;66.18
295;4;63;Appartement;64.17
671;4;90;Appartement;88.41
223;3;67;Appartement;67.05
99;2;51;Appartement;52.36
126;4;59;Appartement;61.19
473;2;63;Appartement;63.82
112;4;120;Appartement;121.21
1109;1;32;Appartement;31.79
620;6;177;Appartement;171.69
262;1;19;Appartement;27.75
29;3;54;Appartement;57
129;4;72;Appartement;73.36
327;2;39;Appartement;38.88
5;2;62;Appartement;63.76
115;3;59;Appartement;58.94
146;5;133;Maison;115.02
56;1;21;Appartement;18.43
318;4;105;Maison;106.1
45;4;122;Appartement;119.81
250;5;119;Appartement;119.24
318;4;89;Maison;95.05
26;3;59;Appartement;59
1008;2;35;Appartement;34.2
327;2;28;Appartement;27.84
124;3;61;Appartement;62.24
709;2;33;Appartement;35.65
766;4;90;Appartement;89.69
297;4;84;Appartement;84.54
477;4;62;Appartement;63.2
207;4;102;Appartement;101.19
313;3;58;Appartement;55.48
41;5;94;Appartement;100.16
225;6;135;Maison;142.39
394;5;101;Appartement;100.37
255;1;32;Appartement;27.29
330;2;51;Appartement;51.33
170;3;48;Appartement;49.39
19;1;32;Appartement;30.82
75;4;86;Appartement;90.11
134;3;60;Maison;21.08
49;4;39;Appartement;36.58
44;4;79;Appartement;78.8
125;5;115;Appartement;113.84
276;4;76;Appartement;76.85
951;5;104;Appartement;104.6
408;4;82;Appartement;81.91
338;4;96;Appartement;87.96
712;2;41;Appartement;38.03
394;4;83;Appartement;83.27
217;3;117;Appartement;118.87
227;5;119;Appartement;119.23
30;7;148;Maison;149
16;2;58;Appartement;50.9
683;4;85;Appartement;67.65
223;4;69;Appartement;69.11
882;4;78;Appartement;81.5
278;5;77;Appartement;78.63
46;4;66;Appartement;67.1
509;3;56;Appartement;55.19
223;4;69;Appartement;67.17
170;3;48;Appartement;50.13
475;3;48;Appartement;47.1
241;3;54;Appartement;55.01
1109;2;49;Appartement;47.7
489;7;175;Maison;175.75
453;1;24;Appartement;24.14
29;3;54;Appartement;54.01
99;3;64;Appartement;68.09
892;5;109;Appartement;108.7
280;4;65;Maison;65.06
594;5;128;Appartement;179.85
241;3;62;Appartement;62.65
536;4;76;Appartement;75.3
892;4;88;Appartement;87.5
214;3;56;Appartement;55.58
166;3;86;Appartement;85.93
536;3;62;Appartement;63.08
114;4;95;Maison;88.05
997;4;65;Appartement;55.03
563;5;91;Appartement;88.78
559;1;34;Appartement;34.16
907;1;22;Appartement;24.04
170;2;46;Appartement;46.1
248;1;26;Appartement;21.11
126;5;142;Appartement;84.31
258;3;72;Appartement;72.49
15;2;40;Appartement;32.71
25;2;71;Appartement;71.85
73;6;156;Maison;156.5
100;2;48;Appartement;53.03
93;1;20;Appartement;20.56
325;3;61;Appartement;61.3
134;2;58;Appartement;56.02
444;3;60;Appartement;60.59
264;6;106;Maison;103.3
167;2;35;Appartement;27.99
124;3;77;Appartement;84.76
797;1;37;Appartement;38.41
26;6;102;Maison;102.89
51;4;65;Maison;82
615;4;84;Appartement;80.03
99;4;67;Appartement;68.8
95;1;22;Appartement;22.1
489;2;35;Appartement;33.71
625;1;27;Appartement;26.57
318;2;40;Appartement;42.35
57;3;68;Appartement;60.3
73;4;78;Appartement;77.76
250;7;153;Maison;189.71
563;2;57;Appartement;58.96
205;3;84;Appartement;84.22
1010;3;70;Appartement;70.29
460;2;49;Appartement;49.37
540;2;42;Appartement;42.2
301;3;47;Appartement;44.4
493;1;15;Appartement;14.03
1557;4;83;Appartement;83.58
91;3;59;Appartement;60.05
313;1;43;Appartement;40.57
142;2;45;Appartement;40.76
917;4;77;Maison;77.13
109;3;55;Appartement;55.35
168;2;57;Appartement;57.53
508;3;65;Appartement;64.14
12;4;70;Appartement;69.55
178;4;117;Appartement;122.32
87;3;44;Appartement;44.9
755;4;69;Appartement;64.64
63;2;39;Appartement;39.2
16;5;83;Maison;81.94
312;1;27;Appartement;26.77
970;4;69;Appartement;76.3
1085;5;106;Maison;179.99
60;2;42;Appartement;42.6
1003;2;33;Appartement;33.97
277;2;46;Appartement;46.22
99;3;59;Appartement;57.29
509;1;16;Appartement;15.9
971;4;80;Appartement;79.41
191;2;33;Appartement;33.89
107;3;41;Appartement;38.14
593;4;71;Appartement;77.68
286;4;80;Appartement;70.93
845;3;70;Appartement;72.44
79;5;83;Appartement;84.01
29;4;68;Maison;104.25
34;7;186;Maison;194.49
547;5;95;Maison;96.67
157;3;67;Appartement;67.75
60;2;38;Appartement;36.85
920;1;30;Appartement;29.46
2534;6;137;Maison;142.65
258;3;60;Appartement;61.98
258;3;71;Appartement;73.28
214;2;53;Appartement;45.25
247;5;95;Appartement;60.05
444;1;27;Appartement;26.98
34;1;27;Appartement;23.62
408;3;27;Appartement;10.78
22;1;41;Appartement;40.9
95;2;51;Appartement;47.56
245;2;44;Appartement;43.43
277;2;46;Appartement;44.83
460;3;60;Appartement;59.33
798;1;19;Appartement;21.05
186;3;63;Appartement;61.72
559;3;62;Appartement;61.82
202;1;14;Appartement;13.85
50;1;25;Appartement;24.26
852;3;59;Appartement;58.44
122;3;56;Appartement;53.82
76;4;74;Maison;72.13
744;2;46;Appartement;53.7
794;1;38;Appartement;38.19
187;1;30;Appartement;17.01
670;5;127;Maison;131.65
269;3;50;Appartement;57.04
187;2;56;Maison;98.64
63;3;77;Appartement;76.81
62;3;58;Appartement;58.33
147;3;62;Appartement;62.27
194;4;98;Appartement;77.92
246;4;89;Maison;88.68
301;3;46;Appartement;46.24
151;3;57;Appartement;58.07
523;4;87;Maison;138.49
244;3;74;Appartement;73.81
19;6;102;Maison;104.04
123;3;67;Appartement;72
835;3;70;Appartement;68.96
151;3;57;Appartement;54.63
63;4;88;Appartement;88.75
2194;1;24;Appartement;25.46
219;3;65;Appartement;65.26
682;2;27;Appartement;27.98
150;4;67;Maison;66.69
542;4;75;Maison;75.19
441;2;40;Appartement;40.52
225;4;74;Maison;74.25
882;1;26;Appartement;25.83
52;3;63;Appartement;63.47
16;2;48;Appartement;48.13
103;2;33;Appartement;34.13
301;4;60;Appartement;62.28
160;3;72;Appartement;72.32
109;1;25;Appartement;24.86
275;2;37;Appartement;38.55
312;1;18;Appartement;19.83
144;3;95;Appartement;92.61
1064;3;74;Appartement;74.67
673;1;38;Appartement;37.2
247;1;86;Maison;84.12
46;1;42;Appartement;41.64
19;5;88;Maison;89.22
256;1;20;Appartement;17.68
328;1;24;Appartement;23.86
871;3;56;Appartement;58.02
119;1;34;Appartement;33.72
62;3;65;Appartement;79.21
514;1;22;Appartement;22.69
327;2;55;Appartement;45.49
797;3;53;Appartement;56.23
312;2;34;Appartement;34.6
197;4;83;Appartement;85.6
128;3;75;Appartement;75.8
1;5;128;Appartement;137.8
397;1;30;Appartement;34.54
416;5;117;Maison;117.5
705;3;64;Appartement;65
457;3;67;Appartement;49
223;4;77;Appartement;78.3
91;3;62;Appartement;62.59
11;4;79;Maison;88.76
834;4;95;Maison;76
407;2;60;Appartement;57.45
228;4;92;Appartement;85.89
186;3;63;Appartement;61.64
514;3;69;Appartement;68.86
133;1;19;Appartement;15.2
236;3;58;Appartement;55.24
2074;5;95;Maison;96
546;3;62;Appartement;62.67
10;2;40;Appartement;37.34
247;5;103;Maison;103
144;1;19;Appartement;23.1
2557;2;49;Appartement;49.52
705;3;55;Appartement;55.69
364;3;61;Maison;81.75
275;1;25;Appartement;25.01
24;3;55;Appartement;55.37
76;3;56;Appartement;62.47
23;3;56;Appartement;62.47
264;5;97;Maison;96.84
472;5;99;Maison;97.48
970;4;76;Appartement;80.08
118;1;24;Appartement;20.78
20;4;66;Appartement;67.41
34;7;186;Maison;192.96
189;2;37;Appartement;38.6
476;4;76;Maison;74.27
845;3;67;Appartement;75.33
253;3;78;Appartement;78.89
624;2;35;Appartement;27.5
129;1;29;Appartement;27.69
285;7;180;Maison;194.22
2554;1;19;Appartement;18.7
211;2;48;Appartement;47.83
30;5;78;Maison;87.42
738;2;37;Appartement;32.23
845;5;90;Appartement;91.81
391;3;75;Appartement;78.86
845;4;78;Appartement;80.55
168;1;26;Appartement;26.09
623;3;62;Appartement;62.28
99;3;57;Appartement;56.61
918;4;75;Maison;79.63
87;3;45;Appartement;45.05
1083;7;185;Maison;170.99
676;3;59;Appartement;61
166;2;43;Maison;121.35
109;3;60;Appartement;59.9
882;2;30;Appartement;29.26
573;4;73;Maison;72.6
115;2;44;Appartement;45.11
151;3;55;Appartement;56.13
100;3;118;Maison;191.46
327;2;58;Appartement;56.6
277;3;65;Appartement;65.53
63;4;98;Maison;95.49
589;1;31;Appartement;29.45
55;4;68;Appartement;68.1
163;4;45;Maison;113.59
557;3;53;Appartement;49.55
727;2;48;Appartement;48.72
278;2;40;Appartement;46.65
155;1;31;Appartement;31
1;4;70;Appartement;69.86
141;2;46;Appartement;43.29
140;2;57;Appartement;56.06
150;2;32;Appartement;31.56
187;2;33;Appartement;33.01
388;3;73;Appartement;72.75
756;3;74;Appartement;74.35
994;5;109;Maison;108.23
151;3;58;Appartement;55.1
48;5;151;Maison;139
563;5;86;Appartement;88.57
222;4;64;Appartement;66.37
136;4;100;Appartement;97.39
207;3;72;Appartement;69.05
837;2;33;Appartement;34.97
434;3;55;Appartement;55.54
20;3;53;Appartement;53.54
126;5;142;Appartement;34.85
124;3;75;Appartement;70.55
882;3;54;Appartement;54
194;2;43;Appartement;43.2
119;4;59;Appartement;59.75
845;3;67;Appartement;70.78
487;4;86;Maison;86.06
206;2;37;Appartement;39.7
715;2;45;Appartement;45.81
841;3;58;Appartement;58.79
144;4;115;Appartement;113.78
845;2;55;Appartement;58.17
180;2;47;Appartement;47.37
115;2;44;Appartement;48.63
407;4;87;Appartement;84.67
58;3;67;Maison;161.41
398;1;38;Appartement;35.02
979;3;64;Appartement;63.83
301;4;62;Appartement;62.56
852;4;77;Appartement;79.12
128;4;67;Appartement;65.35
44;2;41;Appartement;50.5
7;5;91;Appartement;97.08
414;5;100;Maison;100.23
234;4;70;Maison;90.32
18;5;77;Appartement;78
508;3;66;Appartement;66.15
234;1;25;Appartement;22.3
192;2;35;Appartement;30.57
101;4;66;Appartement;67.06
145;3;63;Appartement;63.08
111;3;60;Appartement;89.79
168;4;136;Maison;122.14
103;3;66;Appartement;67.39
751;2;44;Appartement;44.72
276;5;145;Maison;149.03
32;3;52;Appartement;52.61
639;2;42;Appartement;42.92
308;4;78;Appartement;77.94
597;1;23;Appartement;23.22
277;4;99;Appartement;98.24
1004;1;21;Appartement;21.14
91;2;42;Appartement;42.24
19;3;56;Appartement;56.24
183;3;47;Appartement;46.93
218;4;80;Appartement;79.8
858;4;96;Appartement;94.35
1004;1;19;Appartement;19.47
3;3;63;Appartement;62.37
30;4;78;Maison;103.59
374;4;104;Appartement;99.2
147;3;57;Appartement;57.78
207;4;96;Appartement;95.68
151;3;62;Appartement;55.69
141;1;31;Appartement;30.85
472;3;58;Appartement;57.57
665;6;110;Appartement;104.73
476;4;90;Maison;90.51
195;4;86;Maison;85.31
154;4;63;Appartement;63.55
30;4;115;Maison;101.48
202;5;101;Maison;118.09
744;2;45;Appartement;48.57
639;2;50;Appartement;50.12
1057;1;28;Appartement;24.79
3;3;70;Appartement;69.59
367;3;57;Appartement;57.58
165;3;47;Appartement;46.56
82;5;104;Appartement;105.12
307;3;66;Appartement;106
109;2;29;Appartement;36.39
34;1;18;Appartement;18.49
747;1;23;Appartement;23.1
170;1;26;Appartement;27.21
20;3;53;Appartement;53.26
1050;4;90;Appartement;88.28
620;4;71;Maison;75.15
143;2;49;Appartement;48.79
357;4;70;Appartement;68.38
759;3;56;Appartement;56
256;6;134;Appartement;136.12
184;2;66;Appartement;65.88
119;3;55;Appartement;54.61
408;2;39;Appartement;39.56
118;2;35;Appartement;40.07
500;3;79;Appartement;78.04
285;5;134;Maison;136.31
51;3;75;Appartement;76
308;2;40;Appartement;41.01
475;3;64;Maison;90.53
358;2;33;Appartement;33.16
118;3;73;Appartement;72.63
329;1;28;Appartement;28
150;3;78;Appartement;76.55
274;4;81;Maison;137.15
804;2;38;Appartement;36.61
243;5;136;Maison;135.03
47;2;43;Appartement;43.14
869;4;80;Appartement;82.96
969;5;102;Maison;98.51
277;2;46;Appartement;41.51
305;4;70;Appartement;67.27
99;3;57;Appartement;55.09
109;3;60;Appartement;59.59
32;1;28;Appartement;28.06
301;4;69;Appartement;71.44
517;4;67;Appartement;67.48
2550;4;78;Appartement;86.38
472;5;99;Maison;112.24
62;2;34;Appartement;34.81
23;3;62;Appartement;62.9
51;3;71;Appartement;64.14
744;1;31;Appartement;48.95
639;5;121;Appartement;98.68
374;4;95;Appartement;92.52
1;1;24;Appartement;24.1
450;3;70;Appartement;67.55
361;4;81;Appartement;81.43
16;6;103;Maison;102.67
301;3;46;Appartement;47.95
517;2;47;Appartement;51.67
365;6;127;Appartement;138.13
99;4;70;Appartement;66.49
225;4;80;Appartement;71.94
247;4;76;Appartement;77.97
374;4;93;Appartement;91.27
242;5;83;Appartement;74.17
110;2;43;Appartement;41.14
364;3;55;Maison;86.87
615;4;83;Appartement;82.57
64;2;40;Appartement;39.13
845;3;62;Appartement;64.76
36;1;20;Appartement;20.88
994;4;85;Maison;86.72
38;5;100;Maison;115.3
91;2;30;Appartement;32.33
22;2;48;Appartement;48.44
101;3;57;Appartement;57
134;2;53;Appartement;55.67
316;5;140;Appartement;132.94
177;4;81;Maison;90.9
1011;1;31;Appartement;30.73
51;5;82;Maison;116.35
613;7;90;Maison;138.24
158;2;91;Appartement;44.8
50;3;71;Appartement;64.52
59;2;30;Appartement;28.99
716;4;56;Maison;75.67
147;2;42;Appartement;42.64
147;2;44;Maison;63.84
756;3;63;Appartement;63.12
46;1;30;Appartement;31.73
639;2;38;Appartement;37.87
383;1;22;Appartement;21.2
255;4;85;Appartement;81.68
150;4;67;Appartement;64.87
223;2;46;Appartement;45.9
563;5;87;Appartement;88.6
705;2;40;Appartement;41.18
82;1;19;Appartement;19.25
804;2;45;Appartement;35.22
153;2;55;Appartement;48.16
236;4;70;Appartement;72.57
134;3;90;Appartement;92.33
793;4;80;Appartement;81.72
177;5;90;Maison;89.61
264;5;95;Maison;97.34
252;4;74;Appartement;74.5
834;4;85;Appartement;84.21
1083;6;152;Maison;145.11
113;1;25;Appartement;23.34
232;2;33;Appartement;33.21
40;4;89;Maison;87
150;6;113;Appartement;116.46
33;6;103;Maison;102
285;3;97;Maison;84.97
179;3;65;Appartement;47.09
781;4;79;Appartement;78.85
151;4;72;Appartement;67.77
432;4;75;Appartement;71.92
292;1;25;Appartement;25.7
44;2;35;Appartement;35.09
626;3;56;Maison;24.05
720;2;32;Appartement;34.7
444;4;75;Appartement;79.74
706;3;79;Appartement;38.15
128;5;111;Maison;120.35
582;2;45;Appartement;45.55
528;2;34;Appartement;38.76
38;2;27;Appartement;25.37
526;2;40;Appartement;39.46
379;3;51;Maison;41.68
323;1;27;Appartement;26.61
427;6;94;Maison;98
57;3;67;Maison;69.58
628;4;82;Appartement;83.33
1050;3;60;Appartement;60.75
764;3;56;Appartement;55.92
499;3;68;Appartement;43.45
825;3;50;Maison;49.07
669;2;60;Appartement;60.28
344;4;77;Appartement;77.95
135;3;57;Appartement;58.64
97;2;50;Appartement;42.76
359;1;29;Appartement;27.05
12;4;72;Maison;71.74
721;2;60;Appartement;55.89
127;2;42;Appartement;29.93
234;3;50;Maison;73.81
1182;4;88;Appartement;88.64
733;4;71;Appartement;69.02
167;2;63;Maison;65.79
317;2;70;Appartement;67.61
369;3;60;Appartement;58.84
947;3;61;Appartement;62.17
38;3;53;Appartement;50.55
569;3;76;Appartement;63.28
483;4;76;Maison;67.73
180;2;43;Appartement;45.48
634;2;40;Maison;35.98
368;2;44;Appartement;44.5
110;4;78;Appartement;85.68
444;3;61;Appartement;66.22
515;4;98;Appartement;95.7
1067;1;26;Appartement;24.28
798;2;49;Appartement;49.63
472;3;61;Appartement;60.79
302;4;71;Appartement;65.82
420;2;35;Appartement;31.39
334;3;65;Appartement;64.72
687;2;24;Appartement;24.16
363;3;62;Appartement;61.4
398;3;60;Appartement;52.65
1182;2;36;Appartement;36
794;3;60;Maison;66.06
194;2;50;Appartement;30.31
97;5;81;Appartement;81.45
522;4;69;Appartement;69.57
223;3;51;Appartement;23.54
513;2;39;Appartement;39.61
145;4;122;Maison;116.41
402;2;29;Appartement;28.03
336;2;45;Maison;55.38
97;3;57;Appartement;56.8
146;5;100;Maison;110.88
268;3;61;Appartement;61.52
302;4;71;Appartement;67.96
727;2;32;Appartement;32.17
44;4;72;Appartement;75.17
534;3;55;Appartement;55.71
489;2;39;Appartement;39.1
169;4;67;Appartement;66.66
523;3;71;Appartement;56.73
836;4;136;Maison;137.31
256;3;70;Maison;69.51
618;3;71;Appartement;74.21
532;3;70;Appartement;70.22
381;3;68;Appartement;67.16
764;3;59;Appartement;59.01
334;4;78;Appartement;77.94
334;2;41;Appartement;42.29
343;4;84;Appartement;84.47
177;1;27;Appartement;27.12
895;1;28;Appartement;27.81
895;1;28;Appartement;27.44
41;2;44;Appartement;44.43
201;1;36;Maison;41.26
22;2;47;Appartement;46.19
522;5;97;Appartement;98.69
4;2;39;Appartement;39.45
62;2;47;Appartement;49.66
895;3;67;Appartement;67
97;1;20;Appartement;20.04
496;1;37;Appartement;36.74
179;1;29;Appartement;30.31
175;4;78;Appartement;78.97
22;4;85;Appartement;85.06
878;3;65;Maison;93
219;6;126;Maison;132.96
1773;3;59;Appartement;60.98
561;1;29;Appartement;28.26
4063;1;31;Appartement;31.18
230;1;32;Appartement;31.69
11;3;72;Appartement;76.07
349;5;105;Maison;106.06
76;6;107;Maison;101.85
72;3;100;Appartement;146.58
283;3;64;Appartement;61.52
310;3;61;Appartement;61.56
87;4;85;Appartement;88.82
46;4;92;Maison;101.34
230;1;27;Appartement;27.68
70;5;110;Appartement;111.1
2849;2;60;Appartement;61.46
22;5;106;Appartement;105.31
3;2;32;Appartement;28.95
143;1;23;Appartement;23.54
101;1;36;Appartement;18
4;4;81;Appartement;81.8
348;4;78;Maison;87.55
1025;7;221;Maison;221.92
8;2;48;Appartement;49.08
115;3;37;Appartement;50.22
219;2;45;Appartement;45.47
83;1;34;Appartement;34.92
271;2;42;Appartement;42.04
185;4;72;Appartement;68.86
449;5;91;Appartement;94.96
40;2;53;Appartement;53.23
109;1;30;Appartement;14.2
18;3;64;Appartement;64.16
22;1;34;Appartement;34.62
4754;3;69;Appartement;69.4
391;2;48;Appartement;47.92
844;2;33;Appartement;28.1
1124;4;81;Appartement;85.44
28;1;46;Appartement;22.29
36;1;18;Appartement;17.05
145;3;58;Appartement;58.2
157;4;103;Maison;120.27
185;4;67;Appartement;70.06
15;1;38;Appartement;38.46
339;3;73;Appartement;70.94
112;2;42;Appartement;43.04
43;2;59;Appartement;57.6
1569;4;110;Maison;96.53
45;3;88;Appartement;88.88
60;3;73;Appartement;72.43
16;3;71;Appartement;70.32
30;4;80;Maison;99.08
2156;2;39;Appartement;49.4
56;1;20;Appartement;18.29
258;3;148;Maison;146.12
185;5;130;Maison;162.15
27;2;40;Appartement;30.56
3739;5;105;Maison;95
87;3;71;Appartement;71.63
1354;5;124;Maison;123.05
87;1;27;Appartement;23.49
375;1;27;Appartement;26.25
62;4;79;Appartement;81.27
283;1;31;Appartement;31.45
10;4;81;Appartement;23.06
9;2;55;Appartement;56.34
23;1;35;Appartement;45.4
25;4;82;Appartement;87.8
229;2;43;Appartement;43.27
900;4;89;Appartement;89
219;2;45;Appartement;45.8
463;2;32;Appartement;32.02
183;2;52;Appartement;52.28
856;2;47;Appartement;48.49
28;5;102;Appartement;101.49
229;2;44;Appartement;44.04
8;5;90;Maison;86.06
185;5;96;Appartement;83.9
28;3;48;Appartement;48.05
4063;1;39;Appartement;40.8
232;2;37;Appartement;37.4
299;2;40;Appartement;27.99
274;2;50;Appartement;47.94
22;4;87;Appartement;84.35
86;4;93;Maison;119.78
81;1;31;Appartement;38.27
496;5;100;Appartement;99.16
138;2;55;Appartement;51.8
219;3;83;Appartement;82.45
78;1;35;Appartement;31.13
46;8;169;Maison;164.08
416;2;51;Appartement;51
44;3;30;Appartement;49.54
